GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0020400446,396,2403,Nene,1610612743,Denver Nuggets,4,8,25,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,28,1,0,20050103,DEN,LAC
Shot Chart Detail,0020400446,458,2403,Nene,1610612743,Denver Nuggets,4,3,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-64,120,1,0,20050103,DEN,LAC
Shot Chart Detail,0020400479,78,2403,Nene,1610612743,Denver Nuggets,1,2,21,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,10,1,0,20050108,SAS,DEN
Shot Chart Detail,0020400479,96,2403,Nene,1610612743,Denver Nuggets,1,0,39,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1,20050108,SAS,DEN
Shot Chart Detail,0020400479,107,2403,Nene,1610612743,Denver Nuggets,2,11,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,51,1,0,20050108,SAS,DEN
Shot Chart Detail,0020400479,115,2403,Nene,1610612743,Denver Nuggets,2,10,45,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,17,1,1,20050108,SAS,DEN
Shot Chart Detail,0020400479,203,2403,Nene,1610612743,Denver Nuggets,2,2,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,33,1,0,20050108,SAS,DEN
Shot Chart Detail,0020400479,218,2403,Nene,1610612743,Denver Nuggets,2,1,14,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,1,20050108,SAS,DEN
Shot Chart Detail,0020400479,337,2403,Nene,1610612743,Denver Nuggets,3,0,2,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,5,1,0,20050108,SAS,DEN
Shot Chart Detail,0020400479,388,2403,Nene,1610612743,Denver Nuggets,4,8,0,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,15,1,0,20050108,SAS,DEN
Shot Chart Detail,0020400479,406,2403,Nene,1610612743,Denver Nuggets,4,6,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-13,143,1,1,20050108,SAS,DEN
Shot Chart Detail,0020400479,429,2403,Nene,1610612743,Denver Nuggets,4,3,45,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,18,1,1,20050108,SAS,DEN
Shot Chart Detail,0020400491,53,2403,Nene,1610612743,Denver Nuggets,1,5,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,77,151,1,0,20050109,DEN,HOU
Shot Chart Detail,0020400491,63,2403,Nene,1610612743,Denver Nuggets,1,4,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-159,30,1,1,20050109,DEN,HOU
Shot Chart Detail,0020400491,110,2403,Nene,1610612743,Denver Nuggets,2,11,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,36,1,0,20050109,DEN,HOU
Shot Chart Detail,0020400491,125,2403,Nene,1610612743,Denver Nuggets,2,9,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,153,20,1,1,20050109,DEN,HOU
Shot Chart Detail,0020400491,362,2403,Nene,1610612743,Denver Nuggets,3,2,38,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050109,DEN,HOU
Shot Chart Detail,0020400491,413,2403,Nene,1610612743,Denver Nuggets,4,9,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-128,72,1,0,20050109,DEN,HOU
Shot Chart Detail,0020400503,191,2403,Nene,1610612743,Denver Nuggets,2,1,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,77,41,1,0,20050111,SAC,DEN
Shot Chart Detail,0020400503,305,2403,Nene,1610612743,Denver Nuggets,3,1,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-118,160,1,0,20050111,SAC,DEN
Shot Chart Detail,0020400503,318,2403,Nene,1610612743,Denver Nuggets,3,0,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-10,164,1,0,20050111,SAC,DEN
Shot Chart Detail,0020400503,350,2403,Nene,1610612743,Denver Nuggets,4,11,3,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050111,SAC,DEN
Shot Chart Detail,0020400503,374,2403,Nene,1610612743,Denver Nuggets,4,9,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050111,SAC,DEN
Shot Chart Detail,0020400503,396,2403,Nene,1610612743,Denver Nuggets,4,7,36,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050111,SAC,DEN
Shot Chart Detail,0020400512,56,2403,Nene,1610612743,Denver Nuggets,1,4,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050112,DEN,LAL
Shot Chart Detail,0020400512,71,2403,Nene,1610612743,Denver Nuggets,1,3,6,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050112,DEN,LAL
Shot Chart Detail,0020400512,97,2403,Nene,1610612743,Denver Nuggets,1,0,44,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,71,25,1,0,20050112,DEN,LAL
Shot Chart Detail,0020400512,145,2403,Nene,1610612743,Denver Nuggets,2,7,30,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,41,1,0,20050112,DEN,LAL
Shot Chart Detail,0020400512,146,2403,Nene,1610612743,Denver Nuggets,2,7,28,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050112,DEN,LAL
Shot Chart Detail,0020400512,167,2403,Nene,1610612743,Denver Nuggets,2,5,34,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050112,DEN,LAL
Shot Chart Detail,0020400512,370,2403,Nene,1610612743,Denver Nuggets,3,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-117,138,1,0,20050112,DEN,LAL
Shot Chart Detail,0020400512,480,2403,Nene,1610612743,Denver Nuggets,4,1,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-102,137,1,0,20050112,DEN,LAL
Shot Chart Detail,0020400512,489,2403,Nene,1610612743,Denver Nuggets,4,0,42,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050112,DEN,LAL
Shot Chart Detail,0020400527,70,2403,Nene,1610612743,Denver Nuggets,1,3,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050114,DEN,MIN
Shot Chart Detail,0020400527,90,2403,Nene,1610612743,Denver Nuggets,1,1,26,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,48,1,0,20050114,DEN,MIN
Shot Chart Detail,0020400527,99,2403,Nene,1610612743,Denver Nuggets,1,0,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050114,DEN,MIN
Shot Chart Detail,0020400527,111,2403,Nene,1610612743,Denver Nuggets,2,11,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,0,196,1,0,20050114,DEN,MIN
Shot Chart Detail,0020400527,113,2403,Nene,1610612743,Denver Nuggets,2,11,29,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050114,DEN,MIN
Shot Chart Detail,0020400527,115,2403,Nene,1610612743,Denver Nuggets,2,10,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-8,54,1,0,20050114,DEN,MIN
Shot Chart Detail,0020400527,117,2403,Nene,1610612743,Denver Nuggets,2,10,37,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,3,102,1,0,20050114,DEN,MIN
Shot Chart Detail,0020400527,162,2403,Nene,1610612743,Denver Nuggets,2,6,26,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,80,127,1,0,20050114,DEN,MIN
Shot Chart Detail,0020400527,317,2403,Nene,1610612743,Denver Nuggets,3,2,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050114,DEN,MIN
Shot Chart Detail,0020400609,10,2403,Nene,1610612743,Denver Nuggets,1,10,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-94,64,1,0,20050125,CHI,DEN
Shot Chart Detail,0020400609,32,2403,Nene,1610612743,Denver Nuggets,1,8,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050125,CHI,DEN
Shot Chart Detail,0020400609,36,2403,Nene,1610612743,Denver Nuggets,1,8,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,126,145,1,1,20050125,CHI,DEN
Shot Chart Detail,0020400609,135,2403,Nene,1610612743,Denver Nuggets,2,8,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,133,128,1,0,20050125,CHI,DEN
Shot Chart Detail,0020400609,158,2403,Nene,1610612743,Denver Nuggets,2,6,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,36,79,1,0,20050125,CHI,DEN
Shot Chart Detail,0020400609,166,2403,Nene,1610612743,Denver Nuggets,2,5,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-123,102,1,0,20050125,CHI,DEN
Shot Chart Detail,0020400609,173,2403,Nene,1610612743,Denver Nuggets,2,5,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050125,CHI,DEN
Shot Chart Detail,0020400609,189,2403,Nene,1610612743,Denver Nuggets,2,3,26,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050125,CHI,DEN
Shot Chart Detail,0020400609,232,2403,Nene,1610612743,Denver Nuggets,3,11,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050125,CHI,DEN
Shot Chart Detail,0020400609,238,2403,Nene,1610612743,Denver Nuggets,3,10,12,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-67,61,1,1,20050125,CHI,DEN
Shot Chart Detail,0020400609,270,2403,Nene,1610612743,Denver Nuggets,3,7,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050125,CHI,DEN
Shot Chart Detail,0020400609,277,2403,Nene,1610612743,Denver Nuggets,3,6,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050125,CHI,DEN
Shot Chart Detail,0020400609,366,2403,Nene,1610612743,Denver Nuggets,4,10,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-38,76,1,0,20050125,CHI,DEN
Shot Chart Detail,0020400609,421,2403,Nene,1610612743,Denver Nuggets,4,3,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,85,138,1,1,20050125,CHI,DEN
Shot Chart Detail,0020400616,63,2403,Nene,1610612743,Denver Nuggets,1,4,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050126,DET,DEN
Shot Chart Detail,0020400616,313,2403,Nene,1610612743,Denver Nuggets,3,3,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050126,DET,DEN
Shot Chart Detail,0020400616,392,2403,Nene,1610612743,Denver Nuggets,4,8,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050126,DET,DEN
Shot Chart Detail,0020400616,403,2403,Nene,1610612743,Denver Nuggets,4,6,36,Missed Shot,Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-99,23,1,0,20050126,DET,DEN
Shot Chart Detail,0020400616,421,2403,Nene,1610612743,Denver Nuggets,4,5,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050126,DET,DEN
Shot Chart Detail,0020400616,447,2403,Nene,1610612743,Denver Nuggets,4,2,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-138,135,1,0,20050126,DET,DEN
Shot Chart Detail,0020400616,452,2403,Nene,1610612743,Denver Nuggets,4,1,37,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050126,DET,DEN
Shot Chart Detail,0020400634,114,2403,Nene,1610612743,Denver Nuggets,2,8,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-131,112,1,0,20050128,MIL,DEN
Shot Chart Detail,0020400634,132,2403,Nene,1610612743,Denver Nuggets,2,6,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050128,MIL,DEN
Shot Chart Detail,0020400634,161,2403,Nene,1610612743,Denver Nuggets,2,3,25,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050128,MIL,DEN
Shot Chart Detail,0020400634,326,2403,Nene,1610612743,Denver Nuggets,4,10,41,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,0,1,0,20050128,MIL,DEN
Shot Chart Detail,0020400634,342,2403,Nene,1610612743,Denver Nuggets,4,8,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050128,MIL,DEN
Shot Chart Detail,0020400634,370,2403,Nene,1610612743,Denver Nuggets,4,5,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050128,MIL,DEN
Shot Chart Detail,0020400634,398,2403,Nene,1610612743,Denver Nuggets,4,3,14,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050128,MIL,DEN
Shot Chart Detail,0020400641,113,2403,Nene,1610612743,Denver Nuggets,2,10,28,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,13,1,1,20050129,IND,DEN
Shot Chart Detail,0020400641,142,2403,Nene,1610612743,Denver Nuggets,2,7,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,171,22,1,0,20050129,IND,DEN
Shot Chart Detail,0020400641,144,2403,Nene,1610612743,Denver Nuggets,2,7,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,-6,1,0,20050129,IND,DEN
Shot Chart Detail,0020400641,145,2403,Nene,1610612743,Denver Nuggets,2,7,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,0,1,1,20050129,IND,DEN
Shot Chart Detail,0020400641,344,2403,Nene,1610612743,Denver Nuggets,3,0,8,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,1,20050129,IND,DEN
Shot Chart Detail,0020400641,371,2403,Nene,1610612743,Denver Nuggets,4,9,55,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,25,1,1,20050129,IND,DEN
Shot Chart Detail,0020400641,417,2403,Nene,1610612743,Denver Nuggets,4,4,54,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,8,1,0,20050129,IND,DEN
Shot Chart Detail,0020400665,79,2403,Nene,1610612743,Denver Nuggets,1,1,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,156,23,1,1,20050201,DEN,NYK
Shot Chart Detail,0020400665,98,2403,Nene,1610612743,Denver Nuggets,1,0,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050201,DEN,NYK
Shot Chart Detail,0020400665,155,2403,Nene,1610612743,Denver Nuggets,2,6,48,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,62,0,1,0,20050201,DEN,NYK
Shot Chart Detail,0020400665,159,2403,Nene,1610612743,Denver Nuggets,2,6,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050201,DEN,NYK
Shot Chart Detail,0020400665,356,2403,Nene,1610612743,Denver Nuggets,4,8,56,Made Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-41,53,1,1,20050201,DEN,NYK
Shot Chart Detail,0020400675,97,2403,Nene,1610612743,Denver Nuggets,2,11,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050202,POR,DEN
Shot Chart Detail,0020400675,99,2403,Nene,1610612743,Denver Nuggets,2,11,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050202,POR,DEN
Shot Chart Detail,0020400675,298,2403,Nene,1610612743,Denver Nuggets,4,11,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-39,150,1,0,20050202,POR,DEN
Shot Chart Detail,0020400675,301,2403,Nene,1610612743,Denver Nuggets,4,11,9,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050202,POR,DEN
Shot Chart Detail,0020400675,304,2403,Nene,1610612743,Denver Nuggets,4,10,27,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050202,POR,DEN
Shot Chart Detail,0020400675,358,2403,Nene,1610612743,Denver Nuggets,4,4,57,Made Shot,Follow Up Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050202,POR,DEN
Shot Chart Detail,0020400694,160,2403,Nene,1610612743,Denver Nuggets,2,9,26,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050205,DEN,GSW
Shot Chart Detail,0020400694,228,2403,Nene,1610612743,Denver Nuggets,2,3,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050205,DEN,GSW
Shot Chart Detail,0020400694,357,2403,Nene,1610612743,Denver Nuggets,3,2,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050205,DEN,GSW
Shot Chart Detail,0020400694,402,2403,Nene,1610612743,Denver Nuggets,4,9,38,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050205,DEN,GSW
Shot Chart Detail,0020400694,413,2403,Nene,1610612743,Denver Nuggets,4,8,34,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,3,63,1,0,20050205,DEN,GSW
Shot Chart Detail,0020400694,423,2403,Nene,1610612743,Denver Nuggets,4,7,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,13,1,0,20050205,DEN,GSW
Shot Chart Detail,0020400694,454,2403,Nene,1610612743,Denver Nuggets,4,4,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-62,146,1,1,20050205,DEN,GSW
Shot Chart Detail,0020400694,465,2403,Nene,1610612743,Denver Nuggets,4,3,8,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050205,DEN,GSW
Shot Chart Detail,0020400694,480,2403,Nene,1610612743,Denver Nuggets,4,0,50,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,10,45,1,0,20050205,DEN,GSW
Shot Chart Detail,0020400714,136,2403,Nene,1610612743,Denver Nuggets,2,11,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-125,22,1,0,20050208,DEN,UTA
Shot Chart Detail,0020400714,139,2403,Nene,1610612743,Denver Nuggets,2,11,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050208,DEN,UTA
Shot Chart Detail,0020400714,189,2403,Nene,1610612743,Denver Nuggets,2,6,53,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,46,40,1,0,20050208,DEN,UTA
Shot Chart Detail,0020400714,417,2403,Nene,1610612743,Denver Nuggets,4,11,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050208,DEN,UTA
Shot Chart Detail,0020400714,434,2403,Nene,1610612743,Denver Nuggets,4,9,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050208,DEN,UTA
Shot Chart Detail,0020400714,455,2403,Nene,1610612743,Denver Nuggets,4,7,12,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050208,DEN,UTA
Shot Chart Detail,0020400714,491,2403,Nene,1610612743,Denver Nuggets,4,3,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050208,DEN,UTA
Shot Chart Detail,0020400714,493,2403,Nene,1610612743,Denver Nuggets,4,3,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050208,DEN,UTA
Shot Chart Detail,0020400724,121,2403,Nene,1610612743,Denver Nuggets,2,9,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-82,164,1,1,20050209,MIN,DEN
Shot Chart Detail,0020400724,195,2403,Nene,1610612743,Denver Nuggets,2,1,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,18,194,1,0,20050209,MIN,DEN
Shot Chart Detail,0020400724,283,2403,Nene,1610612743,Denver Nuggets,3,3,35,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050209,MIN,DEN
Shot Chart Detail,0020400724,371,2403,Nene,1610612743,Denver Nuggets,4,7,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,41,66,1,0,20050209,MIN,DEN
Shot Chart Detail,0020400724,380,2403,Nene,1610612743,Denver Nuggets,4,6,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050209,MIN,DEN
Shot Chart Detail,0020400736,105,2403,Nene,1610612743,Denver Nuggets,2,10,55,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,133,-5,1,1,20050211,CLE,DEN
Shot Chart Detail,0020400736,107,2403,Nene,1610612743,Denver Nuggets,2,10,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-28,158,1,0,20050211,CLE,DEN
Shot Chart Detail,0020400736,163,2403,Nene,1610612743,Denver Nuggets,2,5,36,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,90,20,1,0,20050211,CLE,DEN
Shot Chart Detail,0020400736,179,2403,Nene,1610612743,Denver Nuggets,2,3,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,0,1,0,20050211,CLE,DEN
Shot Chart Detail,0020400736,181,2403,Nene,1610612743,Denver Nuggets,2,3,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,-11,1,1,20050211,CLE,DEN
Shot Chart Detail,0020400736,267,2403,Nene,1610612743,Denver Nuggets,3,6,14,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-8,1,1,20050211,CLE,DEN
Shot Chart Detail,0020400736,291,2403,Nene,1610612743,Denver Nuggets,3,4,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-1,1,0,20050211,CLE,DEN
Shot Chart Detail,0020400736,450,2403,Nene,1610612743,Denver Nuggets,4,1,1,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,2,1,1,20050211,CLE,DEN
Shot Chart Detail,0020400750,21,2403,Nene,1610612743,Denver Nuggets,1,8,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050213,NJN,DEN
Shot Chart Detail,0020400750,37,2403,Nene,1610612743,Denver Nuggets,1,5,19,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050213,NJN,DEN
Shot Chart Detail,0020400750,152,2403,Nene,1610612743,Denver Nuggets,2,5,14,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050213,NJN,DEN
